,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
believe,1,0.255102041,venom,1,0.251889169,remove,1,0.23923445,title,1,0.19193858,fire,1,0.23255814,help,1,0.238095238,breath,1,0.236966825,sooner,1,0.243902439,need,1,0.247524752,murders,1,0.214132762
door,1,0.255102041,coward,1,0.251889169,lighted,1,0.23923445,nature's,1,0.19193858,execution,1,0.23255814,tongues,1,0.238095238,rain,1,0.236966825,dost,1,0.243902439,gone,1,0.247524752,sooner,1,0.214132762
question,1,0.255102041,dear,1,0.251889169,close,1,0.23923445,light,1,0.19193858,messenger,1,0.23255814,recoil,1,0.238095238,near,1,0.236966825,canst,1,0.243902439,dares,1,0.247524752,loves,1,0.214132762
bear,1,0.255102041,song,1,0.251889169,break,1,0.23923445,round,1,0.19193858,ecstasy,1,0.23255814,need,1,0.238095238,foul,1,0.236966825,unto,1,0.243902439,age,1,0.247524752,dost,1,0.214132762
bold,1,0.255102041,mile,1,0.251889169,to-night,1,0.23923445,hang,1,0.19193858,rouse,1,0.23255814,gone,1,0.238095238,fate,1,0.236966825,fell,1,0.243902439,prithee,1,0.247524752,yours,1,0.214132762
command,1,0.255102041,fill,1,0.251889169,move,1,0.23923445,sway,1,0.19193858,themselves,1,0.23255814,beat,1,0.238095238,any,1,0.236966825,leaf,1,0.243902439,door,1,0.247524752,canst,1,0.214132762
murder,1,0.255102041,brought,1,0.251889169,use,1,0.23923445,pains,1,0.19193858,terrible,1,0.23255814,banquo,1,0.238095238,murder'd,1,0.236966825,quickly,1,0.243902439,firm,1,0.247524752,wash,1,0.214132762
deep,1,0.255102041,new,1,0.251889169,kings,1,0.23923445,pine,1,0.19193858,gift,1,0.23255814,slave,1,0.238095238,suffer,1,0.236966825,sleepy,1,0.243902439,bold,1,0.247524752,nights,1,0.214132762
re-enter,1,0.255102041,c,1,0.251889169,'they,1,0.23923445,interpret,1,0.19193858,applaud,1,0.23255814,remember,1,0.238095238,what's,1,0.236966825,approach,1,0.243902439,beside,1,0.247524752,leaf,1,0.214132762
painted,1,0.255102041,to-morrow,1,0.251889169,owe,1,0.23923445,fight,1,0.19193858,brought,1,0.23255814,slow,1,0.238095238,tree,1,0.236966825,cling,1,0.243902439,fell,1,0.247524752,quickly,1,0.214132762
sleepy,1,0.255102041,feel,1,0.251889169,suffer,1,0.23923445,filthy,1,0.19193858,pity,1,0.23255814,age,1,0.238095238,people,1,0.236966825,loved,1,0.243902439,command,1,0.247524752,painted,1,0.214132762
dear,1,0.255102041,doctor,1,0.251889169,attendants,1,0.23923445,together,1,0.19193858,c,1,0.23255814,believe,1,0.238095238,got,1,0.236966825,messenger,1,0.243902439,she,1,0.247524752,horses,1,0.214132762
promised,1,0.255102041,,,,wish,1,0.23923445,once,1,0.19193858,graves,1,0.23255814,yours,1,0.238095238,help,1,0.236966825,wind,1,0.243902439,approach,1,0.247524752,pull,1,0.214132762
terrible,1,0.255102041,,,,thine,1,0.23923445,sometime,1,0.19193858,farewell,1,0.23255814,desert,1,0.238095238,banquo,1,0.236966825,instruments,1,0.243902439,dear,1,0.247524752,wind,1,0.214132762
last,1,0.255102041,,,,estate,1,0.23923445,discomfort,1,0.19193858,hall,1,0.23255814,song,1,0.238095238,siward,1,0.236966825,pity,1,0.243902439,fire,1,0.247524752,mile,1,0.214132762
lodged,1,0.255102041,,,,lay,1,0.23923445,near,1,0.19193858,to't,1,0.23255814,messenger,1,0.238095238,wrought,1,0.236966825,slept,1,0.243902439,fill,1,0.247524752,cheer,1,0.214132762
slept,1,0.255102041,,,,found,1,0.23923445,lord,1,0.19193858,doubts,1,0.23255814,themselves,1,0.238095238,through,1,0.236966825,fellows,1,0.243902439,last,1,0.247524752,besides,1,0.214132762
graves,1,0.255102041,,,,help,1,0.23923445,above,1,0.19193858,promise,1,0.23255814,cheer,1,0.238095238,remember,1,0.236966825,friend,1,0.243902439,new,1,0.247524752,hill,1,0.214132762
farewell,1,0.255102041,,,,approaches,1,0.23923445,seat,1,0.19193858,leave,1,0.23255814,gift,1,0.238095238,hark,1,0.236966825,joyful,1,0.243902439,content,1,0.247524752,ever,1,0.214132762
sooth,1,0.255102041,,,,haste,1,0.23923445,liege,1,0.19193858,mingle,1,0.23255814,farewell,1,0.238095238,slow,1,0.236966825,cruelty,1,0.243902439,joyful,1,0.247524752,pronounce,1,0.214132762
hall,1,0.255102041,,,,beat,1,0.23923445,owe,1,0.19193858,,,,friend,1,0.238095238,loves,1,0.236966825,cast,1,0.243902439,damn'd,1,0.247524752,sooth,1,0.214132762
work,1,0.255102041,,,,arm,1,0.23923445,golden,1,0.19193858,,,,damn'd,1,0.238095238,prithee,1,0.236966825,call'd,1,0.243902439,owl,1,0.247524752,damn'd,1,0.214132762
cast,1,0.255102041,,,,gashes,1,0.23923445,torch,1,0.19193858,,,,owl,1,0.238095238,TRUE,1,0.236966825,old,1,0.243902439,promise,1,0.247524752,serve,1,0.214132762
draw,1,0.255102041,,,,vi,1,0.23923445,people,1,0.19193858,,,,cruelty,1,0.238095238,bold,1,0.236966825,,,,old,1,0.247524752,cast,1,0.214132762
,,,,,,ours,1,0.23923445,wounds,1,0.19193858,,,,old,1,0.238095238,deep,1,0.236966825,,,,story,1,0.247524752,draw,1,0.214132762
,,,,,,dogs,1,0.23923445,wonder,1,0.19193858,,,,,,,re-enter,1,0.236966825,,,,,,,old,1,0.214132762
,,,,,,loves,1,0.23923445,lay,1,0.19193858,,,,,,,she,1,0.236966825,,,,,,,story,1,0.214132762
,,,,,,believe,1,0.23923445,haste,1,0.19193858,,,,,,,approach,1,0.236966825,,,,,,,,,
,,,,,,firm,1,0.23923445,through,1,0.19193858,,,,,,,ecstasy,1,0.236966825,,,,,,,,,
,,,,,,burn,1,0.23923445,prithee,1,0.19193858,,,,,,,pace,1,0.236966825,,,,,,,,,
,,,,,,speaks,1,0.23923445,ourselves,1,0.19193858,,,,,,,pull,1,0.236966825,,,,,,,,,
,,,,,,beside,1,0.23923445,unto,1,0.19193858,,,,,,,fill,1,0.236966825,,,,,,,,,
,,,,,,command,1,0.23923445,desert,1,0.19193858,,,,,,,duncan's,1,0.236966825,,,,,,,,,
,,,,,,alive,1,0.23923445,bear,1,0.19193858,,,,,,,instruments,1,0.236966825,,,,,,,,,
,,,,,,deep,1,0.23923445,fell,1,0.19193858,,,,,,,forgive,1,0.236966825,,,,,,,,,
,,,,,,flower,1,0.23923445,murder,1,0.19193858,,,,,,,last,1,0.236966825,,,,,,,,,
,,,,,,venom,1,0.23923445,he's,1,0.19193858,,,,,,,hill,1,0.236966825,,,,,,,,,
,,,,,,coward,1,0.23923445,flower,1,0.19193858,,,,,,,fellows,1,0.236966825,,,,,,,,,
,,,,,,approach,1,0.23923445,morrow,1,0.19193858,,,,,,,wood,1,0.236966825,,,,,,,,,
,,,,,,dear,1,0.23923445,terrible,1,0.19193858,,,,,,,friend,1,0.236966825,,,,,,,,,
,,,,,,cling,1,0.23923445,fill,1,0.19193858,,,,,,,to't,1,0.236966825,,,,,,,,,
,,,,,,minds,1,0.23923445,instruments,1,0.19193858,,,,,,,serve,1,0.236966825,,,,,,,,,
,,,,,,loved,1,0.23923445,single,1,0.19193858,,,,,,,doubts,1,0.236966825,,,,,,,,,
,,,,,,pace,1,0.23923445,pronounce,1,0.19193858,,,,,,,work,1,0.236966825,,,,,,,,,
,,,,,,rouse,1,0.23923445,to-morrow,1,0.19193858,,,,,,,doctor,1,0.236966825,,,,,,,,,
,,,,,,fill,1,0.23923445,content,1,0.19193858,,,,,,,call'd,1,0.236966825,,,,,,,,,
,,,,,,forgive,1,0.23923445,feel,1,0.19193858,,,,,,,draw,1,0.236966825,,,,,,,,,
,,,,,,lodged,1,0.23923445,,,,,,,,,,,,,,,,,,,,,
,,,,,,work,1,0.23923445,,,,,,,,,,,,,,,,,,,,,
,,,,,,mingle,1,0.23923445,,,,,,,,,,,,,,,,,,,,,
